"metabolite","super_pathway","sub_pathway","fluid","platform_name","platform_unit","retention_index","CAS","PubChem","ChEBI"
"tryptophan betaine","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2673","20671-76-5","","CHEBI:181719"
"tyramine","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2540","60-19-5","5610","CHEBI:15760"
"tyramine O-sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1565","30223-92-8","153005","CHEBI:125571, CHEBI:133530"
"tyrosine","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2430","60-18-4","1153","CHEBI:18186"
"umbelliferone sulfate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","2442.8000000000002","69526-88-1","129659","CHEBI:133565"
"uracil","Nucleotides","Pyrimidine Metabolism, Uracil containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1086","66-22-8","1174","CHEBI:17568"
"urate","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","757.1","69-93-2;120K5305","","CHEBI:27226"
"urea","Amino Acids","Urea cycle; Arginine and Proline Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","700","57-13-6","1176","CHEBI:16199"
"uridine","Nucleotides","Pyrimidine Metabolism, Uracil containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1457.6","58-96-8","6029","CHEBI:16704"
"valine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2479","72-18-4","1182","CHEBI:27266"
"valylleucine","Peptides","Dipeptide","urine","Metabolon HD4 [nt-ms]","normalized counts","3138","22906-55-4","6993117","CHEBI:75013"
"vanillate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1100","121-34-6","8468","CHEBI:30816"
"vanillic alcohol sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1808","754920-02-0","","CHEBI:133583"
"vanillylmandelate (VMA)","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","941","55-10-7","","CHEBI:20106"
"xanthine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1032","69-89-6","","CHEBI:15318"
"xanthosine","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1075.3","146-80-5","64959","CHEBI:18107"
"xanthurenate","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1476.4","59-007","5699","CHEBI:10072"
"xylose","Carbohydrates","Pentose Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1727","609-06-3","","CHEBI:18222"
"arginine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"232","CHEBI:29016"
"C0 (carnitine)","Lipids","Carnitine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"288","CHEBI:17126"
"C10 (decanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"11953821","CHEBI:91288, CHEBI:68830"
"C10:1 (decenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86063"
"C12 (dodecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:73054"
"C12:1 (dodecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86065"
"C14 (tetradecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"6426854","CHEBI:73061"
"C14:1 (tetradecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86066"
"C14:1-OH (hydroxytetradecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"123132011, 134160338","CHEBI:86067, CHEBI:165597, CHEBI:131886, CHEBI:140730"
"C14:2 (tetradecadienylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86069"
"C16 (hexadecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"461","CHEBI:137649, CHEBI:73067"
"C16-OH (hydroxyhexadecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86030"
"C16:1-OH (hexadecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"134160340, 53477803","CHEBI:140731, CHEBI:131887, CHEBI:86033"
"C16:2 (hexadecadienylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86035"
"C16:2-OH (hydroxyhexadecadienylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86036, CHEBI:140689"
"C18 (octadecanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:131521, CHEBI:73074"
"C18:1 (octadecenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86475"
"C18:2 (octadecadienylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86480"
"C2 (acetylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"1","CHEBI:73024"
"C3 (propionylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:28867"
"C4 (butyrylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"213144","CHEBI:86490"
"C4:1-DC (fumarylcarnitine) and C6 (hexanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:70749, CHEBI:87264"
"C5 (valerylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86492"
"C5:1-DC (glutaconylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"53481699","CHEBI:86081, CHEBI:74303"
"C5:1( tiglylcarnitine)","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"71306333","CHEBI:71179, CHEBI:71180"
"C6-OH (glutarylcarnitine) and C5-DC (hydroxyhexanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"71464488","CHEBI:88772, CHEBI:73040"
"C7-DC (pimelylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"86583357, 71464499","CHEBI:86084, CHEBI:84100, CHEBI:73049, CHEBI:165629"
"C8 (octanoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"71464489","CHEBI:73039, CHEBI:73042"
"C8:1 (octenoylcarnitine)","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:86052"
"glutamine","Amino Acids","Glutamate Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:28300"
"glycine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"750","CHEBI:15428"
"H1 (hexose)","Carbohydrates","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:18133"
"histidine","Amino Acids","Histidine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"773","CHEBI:27570"
"leucine or isoleucine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"9475, 564, 193411","CHEBI:25017, CHEBI:36405, CHEBI:72770, CHEBI:16586, CHEBI:72772, CHEBI:38264"
"lysoPC a C14:0","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64483, CHEBI:134299"
"lysoPC a C16:0","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:134277, CHEBI:64563"
"lysoPC a C16:1","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137591, CHEBI:132555, CHEBI:134300, CHEBI:64560"
"lysoPC a C17:0","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72737, CHEBI:78228"
"lysoPC a C18:0","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:78652, CHEBI:64561"
"lysoPC a C18:2","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137854, CHEBI:64549"
"lysoPC a C20:3","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64481"
"lysoPC a C20:4","Lipids","Lysolipid","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64568"
"methionine","Amino Acids","Methionine, Cysteine, SAM and Taurine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:16811"
"ornithine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:18257"
"PC aa C28:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137903, CHEBI:65293"
"PC aa C30:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:65303, CHEBI:85844"
"PC aa C32:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66850, CHEBI:137627"
"PC aa C32:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137628, CHEBI:66849"
"PC aa C32:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66848, CHEBI:91320"
"PC aa C32:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66847, CHEBI:137629"
"PC aa C34:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64517"
"PC aa C34:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85771, CHEBI:64516"
"PC aa C34:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64424, CHEBI:137632"
"PC aa C34:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64423, CHEBI:137633"
"PC aa C36:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137605, CHEBI:64539, CHEBI:66858, CHEBI:132590"
"PC aa C36:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66857"
"PC aa C36:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64433"
"PC aa C36:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64523"
"PC aa C36:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64520"
"PC aa C36:5","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64504, CHEBI:85775"
"PC aa C36:6","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66856, CHEBI:137634"
"PC aa C38:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137610, CHEBI:136132, CHEBI:137901, CHEBI:66861, CHEBI:85772"
"PC aa C38:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64446"
"PC aa C38:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64526"
"PC aa C38:5","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64525"
"PC aa C38:6","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64519"
"PC aa C40:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137616, CHEBI:137902, CHEBI:66865"
"PC aa C40:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66864, CHEBI:146283"
"PC aa C40:3","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66863"
"PC aa C40:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66862"
"PC aa C40:5","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64524"
"PC aa C40:6","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64431"
"PC aa C42:0","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66971"
"PC aa C42:1","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66970"
"PC aa C42:2","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66969"
"PC aa C42:4","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66967"
"PC aa C42:5","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66966"
"PC aa C42:6","Lipids","Diacylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:66965"
"PC ae C30:0","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:134575, CHEBI:85565"
"PC ae C32:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72426, CHEBI:72347"
"PC ae C32:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137601, CHEBI:85568, CHEBI:136126"
"PC ae C34:0","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132575, CHEBI:134439, CHEBI:67077"
"PC ae C34:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:140889, CHEBI:86472, CHEBI:67076"
"PC ae C34:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:136129, CHEBI:64544, CHEBI:85853"
"PC ae C34:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:134587, CHEBI:64541"
"PC ae C36:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132577, CHEBI:67066, CHEBI:134273, CHEBI:136374, CHEBI:137906"
"PC ae C36:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85766, CHEBI:67065, CHEBI:136131"
"PC ae C36:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64537, CHEBI:85862, CHEBI:131439"
"PC ae C36:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:67064, CHEBI:91322"
"PC ae C36:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64540, CHEBI:132586, CHEBI:136376"
"PC ae C38:0","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64498, CHEBI:134501, CHEBI:67071"
"PC ae C38:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:67069, CHEBI:142369, CHEBI:136072"
"PC ae C38:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"52929777","CHEBI:134648, CHEBI:67068, CHEBI:131654, CHEBI:131655, CHEBI:140890"
"PC ae C38:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72427, CHEBI:64480, CHEBI:140893"
"PC ae C38:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64445, CHEBI:85767, CHEBI:85863"
"PC ae C38:6","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64536, CHEBI:77753, CHEBI:77749, CHEBI:134242, CHEBI:132589"
"PC ae C40:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85851, CHEBI:137607, CHEBI:85574"
"PC ae C40:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137608, CHEBI:72348, CHEBI:85850"
"PC ae C40:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132580, CHEBI:137609, CHEBI:85570"
"PC ae C40:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:131427, CHEBI:85776, CHEBI:85571"
"PC ae C40:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85573, CHEBI:140983, CHEBI:131428"
"PC ae C40:6","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64533, CHEBI:132591, CHEBI:131430"
"PC ae C42:0","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85582, CHEBI:77329, CHEBI:131440"
"PC ae C42:1","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85770, CHEBI:85583, CHEBI:137611"
"PC ae C42:2","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:136099, CHEBI:137612, CHEBI:85584"
"PC ae C42:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85585, CHEBI:85769, CHEBI:137613"
"PC ae C42:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132581, CHEBI:85588, CHEBI:137614, CHEBI:85774"
"PC ae C42:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:137615, CHEBI:140865, CHEBI:85590"
"PC ae C44:3","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:136111, CHEBI:67085"
"PC ae C44:4","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:142370, CHEBI:67084"
"PC ae C44:5","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:132582, CHEBI:67083"
"PC ae C44:6","Lipids","Acylalkylphosphatidylcholine","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:91052, CHEBI:67082"
"phenylalanine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:28044"
"proline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"614","CHEBI:26271"
"serine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:17822"
"SM (OH) C14:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64585, CHEBI:85597"
"SM (OH) C16:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85626, CHEBI:133629"
"SM (OH) C22:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85599, CHEBI:83893"
"SM (OH) C22:2","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85762, CHEBI:85600"
"SM (OH) C24:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:85601, CHEBI:132059"
"SM C16:0","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72514"
"SM C16:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:64587"
"SM C18:0","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72518"
"SM C18:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72519"
"SM C20:2","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72525"
"SM C24:0","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72533"
"SM C24:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72534"
"SM C26:1","Lipids","Sphingomyelin","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:72539"
"threonine","Amino Acids","Glycine, Serine and Threonine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"","CHEBI:26986"
"tryptophan","Amino Acids","Tryptophan Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"1148","CHEBI:27897"
"tyrosine","Amino Acids","Phenylalanine and Tyrosine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"1153","CHEBI:18186"
"valine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","plasma","Biocrates p150 [t-ms]","µmol/l",NA,NA,"1182","CHEBI:27266"
"chylomicrons A (particlesize = 100-150 nm)","Lipoproteins","Chylomicron","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"chylomicrons B (particlesize > 150 nm)","Lipoproteins","Chylomicron","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"chylomicrons quantity","Lipoproteins","Chylomicron","plasma","numares (Lipofit) [NMR]","Number",NA,NA,"",""
"chylomicrons remnants (particlesize=80-100nm)","Lipoproteins","Chylomicron","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"chylomicrons size","Lipoproteins","Chylomicron","plasma","numares (Lipofit) [NMR]","nm",NA,NA,"",""
"HDL quantity","Lipoproteins","High Density Lipoprotein","plasma","numares (Lipofit) [NMR]","Number",NA,NA,"",""
"HDL size","Lipoproteins","High Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nm",NA,NA,"",""
"High Density Lipoprotein A (particlesize = 7-8.5 nm)","Lipoproteins","High Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"High Density Lipoprotein B (particlesize = 8.5-10 nm)","Lipoproteins","High Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"High Density Lipoprotein C (particlesize = 10-13 nm)","Lipoproteins","High Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"High Density Lipoprotein D (particlesize = 13-16 nm)","Lipoproteins","High Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"Intermediate Density Lipoprotein (particlesize = 30-40 nm)","Lipoproteins","Intermediate Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"LDL quantity","Lipoproteins","Low Density Lipoprotein","plasma","numares (Lipofit) [NMR]","Number",NA,NA,"",""
"LDL size","Lipoproteins","Low Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nm",NA,NA,"",""
"Low Density Lipoprotein A (particlesize = 16-19 nm)","Lipoproteins","Low Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
"Low Density Lipoprotein B (particlesize = 19-21 nm)","Lipoproteins","Low Density Lipoprotein","plasma","numares (Lipofit) [NMR]","nmol/l",NA,NA,"",""
